Palavra,Polaridade
quebrantado,-1
quebrantar,-1
quebrar a promessa eleitoral,-1
quebrar a promessa,-1
quebrar as regras do jogo,-1
quebrar as regras,-1
quebrar,-1
queimado,-1
queimar tempo,-1
queimar-se,-1
queimar,1
queixinhas,-1
queixoso,-1
queixudo,-1
queque,-1
querer poleiro,-1
querer tacho,-1
querido,1
querubínico,1
questionável,-1
quezilento,-1
quezília,-1
quisto,1
quixotesco,-1
rabelaisiano,-1
rabeta,-1
rabicho,-1
rabino,-1
rabudo,-1
rabugento,-1
rabugice,-1
rabulista,-1
racional,1
racista,-1
radiante,1
radicalista,-1
radioso,1
raiva,-1
raivento,-1
raivoso,-1
ralado,-1
ralador,-1
ralhão,-1
ralheta,-1
rameloso,-1
rancor,-1
rancores,-1
rancoroso,-1
rançoso,-1
ranheta,-1
ranhosice,-1
ranhoso,-1
ranzinza,-1
rápido,1
rapioqueiro,-1
raposeiro,-1
raposino,-1
raquítico,-1
raquitismo,-1
raro,1
rasca,-1
rasgado,-1
rasteiro,-1
rastejante,-1
razoável,1
reaccionário,-1
reacionário,-1
reactivo,-1
real,1
realismo,1
realista,1
realizado,1
reativo,-1
rebaixado,-1
rebaixar-se,-1
rebaixar,1
rebarbativo,-1
rebater,1
rebatido,-1
rebelado,-1
rebelde,-1
rebuscado,-1
recalcado,-1
recalcamento,-1
recalcitrante,-1
recatado,1
receoso,-1
receptível,1
receptividade,1
receptivo,1
recetível,1
recetividade,1
recetivo,1
rechaçado,-1
rechonchudo,-1
recluso,-1
recomendado,1
recomendável,1
recomposto,1
reconciliador,1
reconfortado,1
reconstituído,1
recreativo,1
recriminador,-1
rectidão,1
rectilíneo,1
recto,1
recuperado,1
recuperável,1
recusado,-1
redivivo,1
redondo,-1
reducionista,-1
redundância,-1
redundante,-1
redutor,-1
reduzido,-1
reelegível,1
reeleito,1
refalsado,-1
refeito,1
refilão,-1
reflectido,1
reflectivo,1
refletido,1
refletivo,1
reflexivo,1
reforçado,1
refractário,-1
refratário,-1
refrescante,1
refugiado,-1
refugiar-se,-1
refulgente,1
refutado,-1
refutar,1
regalado,1
regatão,-1
regateador,-1
regateiro,-1
regelado,-1
regenerado,1
regenerável,1
régio,1
regrado,1
regular,1
reinadio,1
reinante,1
reincidente,-1
rejeitado,-1
rejuvenescido,1
relambório,-1
relapso,-1
relaxado,-1
reles,-1
relevante,1
remelado,-1
remeloso,-1
remendado,-1
remendão,-1
remendeiro,-1
remisso,-1
remoçado,1
renascer das cinzas,1
render-se,-1
renegado,-1
renovado,1
repelente,-1
repelido,-1
repelir,1
repentinoso,-1
repetente,-1
repetitivo,-1
replicador,-1
reposto,1
repreensível,-1
represo,-1
repressão,-1
repressivo,-1
repressor,-1
reprimido,-1
reprimir,1
reprovação,-1
reprovado,-1
reprovador,-1
reprovável,-1
reptante,-1
réptil,-1
repugnância,-1
repugnante,-1
repulsão,-1
repulsivo,-1
repulso,-1
reputado,1
requebrado,-1
requebro,-1
requintado,1
resignado,-1
resmungão,-1
resmunguice,-1
resoluto,1
resolvido,1
respeitabilidade,1
respeitado,1
respeitador,1
respeitável,1
respeito,1
respeitoso,1
respingão,-1
respondão,-1
respondedor,-1
responsabilidade,1
responsável,1
ressabiado,-1
ressabido,1
ressarcido,1
ressentido,-1
ressequido,-1
ressuscitado,1
restabelecido,1
restaurado,1
restringido,-1
retardado,-1
reticente,-1
retidão,1
retido,-1
retilíneo,1
reto,1
retorcido,-1
retórico,-1
retorto,-1
retracto,-1
retraído,-1
retrair-se,-1
retrete,-1
retrocesso,-1
retrogradação,-1
retrógrado,-1
retumbante,-1
réu,-1
revel,-1
revelho,-1
reverenciado,1
revigorado,1
revoltado,-1
revoltante,-1
revoltoso,-1
revolucionado,-1
rezina,-1
rezingão,-1
ribaldeiro,-1
ribaldo,-1
rico,1
ridente,1
ridicularização,-1
ridicularizador,-1
ridicularizante,-1
ridicularizar-se,-1
ridicularizar,1
ridiculez,-1
ridículo,-1
rigor,1
rigorista,-1
rigoroso,1
rijo,1
risível,-1
risonho,1
rispidez,-1
ríspido,-1
robustecido,1
robustez,1
robusto,1
rodado,-1
roedor,-1
roer-se,-1
rolê,-1
roliço,-1
rompido,-1
roncador,-1
roncante,-1
roncão,-1
ronceiro,-1
rosnar,-1
roto,-1
roubado,-1
roubar,-1
rouco,-1
roufenho,-1
rouquidão,-1
rude,-1
rudeza ,-1
rudimentar,-1
ruído,-1
ruidoso,-1
ruim,-1
ruindade,-1
ruinoso,-1
russófobo,-1
rústico,-1
sabedoria,1
saber separar as águas,1
sabichão,-1
sábio,1
sabotar,-1
sacado,-1
sacana,-1
sacrificar-se,1
sacrifício,-1
sacrilégio,-1
sacrílego,-1
sacrista,-1
sacudir a água do capote,-1
sacudir,1
sádico,-1
sadio,1
sadismo,-1
sadista,-1
safado,-1
safar-se,1
sáfaro,-1
sáfio,-1
sagaz,1
sage,1
sagrado,1
sair de cabeça erguida,1
sair de mãos a abanar,-1
sair do armário,1
sair melhor do que a encomenda,-1
sair-se bem,1
sair-se mal,-1
saloiice,-1
saloio,-1
saltão,-1
saltar para o poleiro,-1
saltitante,-1
salutar,1
salvar a honra do convento,1
salvar,1
salvo,1
sanado,1
sandeu,-1
sangrento,-1
sanguessuga,-1
sanguinário,-1
sangüinário,-1
sanguinolência,-1
sanguinolento,-1
sanha,-1
sanhudo,-1
santificado,1
santo,1
são,1
sapeca,-1
sapiência,1
sapiente,1
sapudo,-1
saquear,-1
sarado,1
sarcástico,-1
sardanapalesco,-1
sardónico,-1
sarna,-1
sarnento,-1
sarnoso,-1
satânico,-1
satanismo,-1
satírico,-1
satisfação,1
satisfeito,1
saturado,-1
saturante,-1
saudável,1
sebentice,-1
sebento,-1
seboso,-1
secante,-1
seco,-1
sectário,-1
sedentário,-1
sedente,-1
sedento,-1
sedicioso,-1
sedoso,1
sedutor,1
seduzir,1
segregado,-1
seguir o caminho errado,-1
segurança,1
seguro,1
selecto,1
seleto,1
selvagem,-1
selvajaria,-1
selvático,-1
sem-carácter,-1
sem-caráter,-1
sem-sabor,-1
sem-sal,-1
semibárbaro,-1
semicivilizado,-1
semiconsciente,-1
semidivino,1
semilouco,-1
semimorto,-1
seminal,1
seminu,-1
semivivo,-1
senil,-1
senilidade,-1
sensaborão,-1
sensacional,1
sensacionalista,-1
sensatez,1
sensato,1
sensibilizar,1
sensível,1
sensual,1
sensualidade,1
sentenciado,-1
sentencioso,-1
sentir dor de corno,-1
sentir dor de cotovelo,-1
sentir-se nas nuvens,1
sequestração,-1
sequestrar,-1
sequestrável,-1
sequestro,-1
sequioso,-1
ser do contra,-1
ser do mesmo saco,-1
ser farinha do mesmo saco,-1
ser mau como as cobras,-1
ser melhor do que a encomenda,-1
ser um homem às direitas,1
ser um zero à esquerda,-1
ser uma bela prenda,-1
ser vítima de si próprio,-1
serelepe,-1
serenidade,1
sereno,1
seriedade,1
sertanejo,-1
servil,-1
servilismo,-1
servo,-1
severo,-1
sevo,-1
sexy,1
showoff,-1
sibilino,-1
sifilítico,-1
silenciar,1
simpatia,1
simpático,1
simpatizante,1
simplista,-1
simplório,-1
simulado,-1
sinceridade,1
sincero,1
sinistro,-1
sinuoso,-1
siso,1
sistematicidade,1
sistemático,1
sisudo,-1
snob,-1
snobe,-1
snobismo,-1
soberbo,1
sobrealimentado,-1
sobrecarregado,-1
sobredotado,1
sobressair,1
sobressaltado,-1
sobressalto,-1
sobriedade,1
sóbrio,1
sociável,1
soez,-1
sofista,-1
sofisticação,1
sofisticado,1
sofredor,-1
sôfrego,-1
sofrer,-1
sofrido,-1
sofrimento,-1
solerte,-1
solícito,1
solicitude,1
solidão,-1
solidário,1
sólido,1
solitário,-1
soltar-se,1
soluçante,-1
sombrio,-1
sonâmbulo,-1
sonante,1
songa-monga,-1
songamonga,-1
sonolência,-1
sonolento,-1
sonsice,-1
sonso,-1
sopeiro,-1
sordidez,-1
sórdido,-1
sorna,-1
sorrateiro,-1
sorrelfo,-1
sorridente,1
sorriso amarelo,-1
sorumbático,-1
sossegado,1
soturno,-1
sovado,-1
sovar,1
sovina,-1
sovinice,-1
stress,-1
stressado,-1
suave,1
subir nas sondagens,1
subjectivo,-1
subjetivo,-1
subjugação,-1
subjugado,-1
subjugador,-1
subjugante,-1
sublimado,1
sublime,1
sublimidade,1
submergido,-1
submerso,-1
submetido,-1
submissão,-1
submisso,-1
subordinado,-1
subordinante,-1
subornado,-1
subornador,-1
subornar,-1
subornável,-1
suborno,-1
subserviência,-1
subserviente,-1
subversão,-1
subversivo,-1
subversor,-1
sucesso,1
sucumbir,-1
súdito,-1
sufocado,-1
sufocador,-1
sufocamento,-1
sufocante,-1
sugar,-1
sugestionável,-1
suicida,-1
suicidar-se,-1
suicídio,-1
suíno,-1
sujidade,-1
sujo,-1
sumição,-1
sumido,-1
sumptuoso,1
suntuoso,1
superar,1
superconfiante,1
superdefensivo,-1
superdotado,1
superelegância,1
superelegante,1
superficial,-1
superficialidade,-1
supérfluo,-1
superior,1
superlotado,-1
supersensível,-1
supersticioso,-1
supimpa,1
suplantado,-1
suplantar,1
suplicar,-1
suposto,-1
supremo,1
suprimido,-1
surdez,-1
surdo,-1
surpreendente,1
surrado,-1
surreal,-1
surrealista,-1
surro,-1
susceptibilidade,-1
susceptível,-1
suscetibilidade,-1
suscetível,-1
suspeito,-1
suspicaz,-1
susto,-1
tabagista,-1
tablóide,-1
tabu,-1
tacanhez,-1
tacanho,-1
tachado,-1
tácito,-1
taciturnidade,-1
taciturno,-1
taful,-1
tagarela,-1
talento,1
talentoso,1
tamanco,-1
tamaninho,-1
tangível,1
tanso,-1
tapado,-1
tara,-1
tarado sexual,-1
tarado,-1
tarasco,-1
tardíloquo,-1
tardio,-1
tardo,-1
tareco,-1
tareia,-1
tarimbeiro,-1
tarouco,-1
tarouquice,-1
tartamudo,-1
tartufo,-1
tato,-1
teatral,-1
teatralidade,-1
teatralizar,-1
tédio,-1
tedioso,-1
teimoso,-1
telhudo,-1
temer,-1
temerário,-1
temeroso,-1
temido,-1
temível,-1
temoroso,-1
temperado,1
temperamental,-1
tempestivo,-1
tempestuoso,-1
temporizador,1
temudo,-1
tendenciosidade,-1
tendencioso,-1
tenebrosidade,-1
tenebroso,-1
tenro,-1
tensão,-1
tenso,-1
ter a cabeça em água,-1
ter a cabeça no lugar,1
ter a consciência pesada,-1
ter a corda ao pescoço,-1
ter a faca e o queijo na mão,1
ter a lágrima ao canto do olho,-1
ter a razão do seu lado,1
ter a vida facilitada,1
ter as costas largas,1
ter as costas quentes,-1
ter as horas contadas,-1
ter boa consciência,1
ter culpas no cartório,-1
ter de comer farinha maizena,-1
ter dois palmos de testa,1
ter dor de corno,-1
ter dor de cotovelo,-1
ter falta de chá,-1
ter ideias,1
ter má consciência,-1
ter macacos na cabeça,-1
ter macacos no sótão,-1
ter macaquinhos na cabeça,-1
ter macaquinhos no sótão,-1
ter mau perder,-1
ter memória curta,-1
ter na mão,1
ter o nariz empinado,-1
ter o pavio curto,-1
ter o rei na barriga,-1
ter os dias contados,-1
ter os pés assentes no chão,1
ter os pés bem assentes na terra,1
ter sentido de justiça,-1
ter sentido de oportunidade,-1
ter sentido de responsabilidade,-1
ter um aperto no coração,-1
ter uma grande cara de pau,-1
ter uma grande lata,-1
terno,1
ternura,1
ternurento,1
terrenho,-1
terrificante,-1
terrífico,-1
terrível,-1
terror,-1
terrorífico,-1
terrorismo,-1
terrorista,-1
teso,-1
testo,1
testudo,-1
tétrico,-1
tetro,-1
tigre,-1
tigrino,-1
tímido,-1
timorato,-1
tinhosice,-1
tinhoso,-1
tino,1
tirania,-1
tirânico,-1
tiranizar,-1
tirano,-1
tirar a água do capote,-1
tirar nabos da púcara,-1
tirar o cavalinho da chuva,-1
tirar o cavalo da chuva,-1
tirar partido da situação,-1
tirar proveito eleitoral,-1
tiririca,-1
tiritante,-1
tísico,-1
titubeante,-1
tocado,-1
tocador,-1
toldado,-1
toleirão,-1
tolerância,1
tolerante,1
tolhido,-1
tolhimento,-1
tolo,-1
tomar conta do jogo,1
tomar um banho de água fria,-1
tombado,-1
tonificado,1
tontice,-1
tontinho,-1
tonto,-1
tontura,-1
torcer o nariz,-1
torcido,-1
tormento,-1
tormentoso,-1
torpe,-1
torto,-1
tortuosidade,-1
tortuoso,-1
tortura,-1
torturado,-1
torturador,-1
torturante,-1
torturar,1
torvo,-1
tosco,-1
totó,-1
tóxico,-1
toxicodependência,-1
toxicodependente,-1
toxicomania,-1
toxicómano,-1
trabalhadeira,1
trabalhador,1
traficante,-1
trafulha,-1
trafulhice,-1
tragédia,-1
trágico,-1
traição,-1
traiçoeiro,-1
traído,-1
traidor,-1
trair,-1
trama,-1
tramado,-1
tramar,1
trampa,-1
trampolineiro,-1
tramposo,-1
trangalhadanças,-1
tranquilidade,1
tranquilizador,1
tranquilizante,1
tranqüilo,1
tranquilo,1
transgredir,-1
transido,-1
transigente,-1
translúcido,1
transparência,1
transparente,1
transtornado,-1
transtornar,1
transtorno,-1
transviado,-1
trapaceiro,-1
trapacento,-1
trapalhada,-1
trapalhão,-1
trapalhice,-1
traquejado,1
traquina,-1
tratado,1
tratante,-1
tratável,1
trauliteiro,-1
trauma,-1
travesso,-1
travessura,-1
travestido,-1
trazer água no bico,-1
trazer nas palminhas das mãos,-1
trazer o diabo no corpo,-1
trazer o diabo no ventre,-1
trazer o rei na barriga,-1
tremebundo,-1
tremelicas,-1
tremente,-1
tremer,-1
tremido,-1
trêmulo,-1
trémulo,-1
tresloucado,-1
tresmalhado,-1
treta,-1
trevoso,-1
trincado,-1
triste,-1
tristeza,-1
tristonho,-1
triturado,-1
triunfador,1
triunfante,1
triunfo,1
trivial,-1
troca-tintas,-1
trocar alhos por bogalhos,-1
trocar os pés pelas mãos,-1
trocar-se todo,-1
trocista,-1
troglodita,-1
troliteiro,-1
trombudo,-1
trôpego,-1
truanesco,-1
trucidação,-1
trucidado,-1
trucidante,-1
trucidar,1
truculência,-1
truculento,-1
truque de magia,-1
truque,-1
tumulto,-1
tumultuado,-1
tumultuário,-1
tumultuoso,-1
turbador,-1
turbulência,-1
turbulento,-1
turrão,-1
ubíquo,1
ultrajado,-1
ultrajante,-1
ultrajar,-1
ultraje,-1
ultrapassado,-1
ultrapassar,1
unificador,1
uniformizador,1
unívoco,1
untuosidade,-1
untuoso,-1
urinado,-1
usar,-1
usurário,-1
usurpador,-1
usurpar,-1
útil,1
utopia,-1
utópico,-1
utopista,-1
uxoricida,-1
vacilação,-1
vacilar,-1
vadiação,-1
vadiagem,-1
vadio,-1
vagabundagem,-1
vagabundo,-1
vagamundo,-1
vagaroso,-1
vago,-1
vaguear,-1
vagueza,-1
vaiado,-1
vaidoso,-1
valentão,1
valente,1
valentia,1
valetudinário,-1
validade,1
válido,1
valioso,1
valoroso,1
vandálico,-1
vandalismo,-1
vândalo,-1
vangloriar-se,-1
vanguardeiro,1
vanguardista,1
vantagem,1
vantajoso,1
vão,-1
varado,-1
varonil,1
varrido,-1
vassalo,-1
vazio,-1
vedado,-1
velado,-1
velhacaria,-1
velhaco,-1
velho e relho,-1
velho,-1
velhote,-1
veloz,1
venal,-1
vencedor,1
vencer,1
vencido,-1
vencível,-1
vendedor,-1
vender banha da cobra,-1
vender gato por lebre,-1
vender-se,-1
vendido,-1
veneno,-1
venenoso,-1
venerado,1
venerando,1
venerável,1
ventrudo,-1
venturoso,1
ver a luz ao fundo do túnel,1
ver a vida a andar para trás,-1
ver a vidinha a andar para trás,-1
ver com olhos de ver,1
veracidade,1
veraz,1
verdade,1
verdadeiro,1
vergado,-1
vergonha,-1
vergonhoso,-1
veridicidade,1
verídico,1
vermelhusco,-1
verosímil,1
verosimilhante,1
verrinoso,-1
versado,1
versátil,1
versatilidade,1
vertical,1
vesgo,-1
vexação,-1
vexado,-1
vexar,1
viajado,1
viciado,-1
vicioso,-1
viçosidade,1
viçoso,1
videirinho,-1
vigarice,-1
vigarista,-1
vígaro,-1
vígil,1
vigor,1
vigoroso,1
vil,-1
vilão,-1
vinagrento,-1
vingança,-1
vingativo,-1
vinolência,-1
vinolento,-1
violado,-1
violência doméstica,-1
violentado,-1
violento,-1
viperino,-1
vira-casacas,-1
virar a cabeça a,-1
virar a casaca,-1
virar as costas a,-1
virar o bico ao prego,-1
viril,1
virtuoso,1
virulento,-1
visceral,-1
viscoso,-1
visionário,1
vistoso,1
vitalizador,1
vítima,-1
vitimar,1
vitimização,-1
vitória,1
vitorioso,1
vivaço,1
vivaz,1
vivedor,1
vivido,1
vivificador,1
vivo,1
vociferação,-1
vociferador,-1
vociferante,-1
voltar à cepa torta,-1
voltar as costas a,-1
voltar com a palavra atrás,-1
voluntariosidade,1
voluntarioso,-1
volúvel,-1
vomitado,-1
vomitar-se,-1
vómito,-1
vorace,-1
voraz,-1
vulgar,-1
vulgaridade,-1
vulgarizado,-1
vulgarizador,-1
vulnerabilidade,-1
vulnerável,-1
xenófilo,1
xenofobia,-1
xenófobo,-1
xexé,-1
xingar,-1
zaino,-1
zanga,-1
zangado,-1
zarolho,-1
zelo,1
zeloso,1
zelote,-1
zombar,1
zombeteiro,-1
zonzeira,-1
zonzo,-1
zote,-1
zumbidor,-1
